company name,index,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2,2012Q1
宣昶,3315,69.63,34.48,127.79,92.48,56.27,28.88,130.68,95.39,63.03,31.13,124.52,90.91,58.3,26.5,140.06,110.49,71.28,36.11
尼克森,3317,17.98,8.39,33.05,23.39,14.12,7.21,38.63,30.18,20.22,9.63,40.87,30.32,19.63,9.69,46.41,34.92,21.47,10.08
同泰,3321,13.48,6.79,36.04,28.82,20.44,10.28,39.94,29.47,18.39,,43.73,,,,38.6,,,
建舜電,3322,12.6,6.63,24.65,17.51,11.12,5.48,27.58,20.42,13.57,7.31,27.29,19.87,13.79,6.21,24.56,18.11,10.62,4.9
加百裕,3323,24.35,11.21,54.35,39.72,25.58,12.55,50.57,34.33,22.33,10.12,47.95,37.55,24.95,13.16,58.69,43.69,26.75,11.29
雙鴻,3324,36.61,18.49,66.1,47.52,27.99,14.51,59.66,41.87,27.74,13.77,61.94,46.51,28.48,13.5,73.13,54.07,34.87,16.64
旭品,3325,8.06,4.44,18.5,12.85,8.71,4.27,18.2,14.21,10.13,4.51,18.47,13.99,9.7,3.93,16.84,11.26,6.42,3.3
幸康,3332,11.66,5.61,23.75,18.2,12.24,6.17,24.35,18.83,12.56,5.92,23.58,18.15,12.19,5.66,22.72,17.44,11.8,5.94
泰碩,3338,18.28,8.76,36.94,26.27,16.62,8.08,37.71,27.92,18.09,8.09,40.17,28.62,19.15,8.64,48.74,,24.09,
泰谷,3339,4.75,2.26,3.95,3.11,2.17,1.23,7.18,5.68,3.75,1.64,6.71,5.26,3.47,1.55,5.88,4.61,3.26,1.6
麗清,3346,24.94,11.26,45.53,32.54,22.35,11.38,36.02,,15.17,,34.55,,16.02,,24.44,,10.99,
律勝,3354,2.84,1.39,6.75,5.14,3.51,1.86,9.78,7.65,5.29,2.7,10.32,7.9,5.25,2.62,12.32,8.88,5.62,2.72
奇偶,3356,12.64,6.29,27.26,20.45,13.46,6.85,31.75,23.77,15.87,7.78,35.49,26.69,17.16,7.83,34.82,24.92,16.26,7.61
尚立,3360,74.63,35,153.49,116.28,69.81,31.68,178.39,124.21,79.73,31.15,160.71,106.65,70.48,32.72,165.17,114.36,69.59,34.38
先進光,3362,6.91,2.85,13.63,10,6.6,3.46,18.85,14.19,8.65,3.95,16.2,11.62,7.22,2.76,13.09,9.62,6.04,2.4
上詮,3363,9.36,4.43,13.32,9.96,6.4,2.74,12.79,9.47,6.9,2.89,17.54,13.04,8,3.79,25.49,20.03,12.86,5.78
典範,3372,2.18,1.1,4.5,3.44,2.41,1.29,5.51,4.06,2.59,1.24,7.44,5.63,3.85,2.1,9.46,7.27,4.91,2.16
熱映,3373,11.15,5.65,21.15,15.35,9.75,4.64,17.11,12.57,7.93,3.76,20.3,15.08,9.55,3.92,18.75,13.2,8.4,3.91
精材,3374,7.68,3.91,18.14,14.33,10.13,5.14,20.72,14.68,9.45,3.88,18.01,12.33,7.29,,13.29,,5.61,
新日興,3376,19.69,9.38,47.3,33.72,22.33,11.05,44.24,32.41,20.86,9.98,44.32,33.04,20.88,10.14,47.1,34.5,22.21,10.02
彬台,3379,8.28,3.93,30.04,21.56,10.27,3.99,36.38,20.6,13.96,5.25,33.46,22.45,16.29,9.18,40.85,26.55,19.06,10.29
明泰,3380,26.76,11.95,52.95,40.59,28,13.49,48.18,35.18,23.67,11.25,49.97,35.85,22.65,10.05,50.45,39.24,26.66,12.81
新世紀,3383,2.26,1.13,8.32,6.8,5.18,2.55,11.96,9.64,6.77,3.21,14.22,10.42,6.46,2.91,13.18,9.73,6.15,2.44
崇越電,3388,52.47,25.3,110.54,82.4,54.29,25.94,116.76,87.08,58.13,28.32,115.41,85.08,54.21,25.22,104.32,76.63,50.11,22.45
旭軟,3390,4.38,2.12,11.85,9.27,6.42,3.32,19.72,15.89,9.14,3.47,17.6,13.73,9.37,5.14,20.63,15.18,8.89,3.69
漢科,3402,22.39,10.97,34.24,24.5,15.37,6.57,26.17,17.18,10.66,4.72,16.21,11.57,7.28,3.43,17.69,12.52,7.89,4.19
玉晶光,3406,27.97,11.58,90.68,63.83,38.75,16.9,103.85,71.2,41.07,19.7,96.14,71.71,41.43,19.07,127.46,87.96,58.05,33.8
京鼎,3413,49.92,31.24,79.55,52.62,31.87,14.74,76.72,58.05,41.95,20.23,41.15,,15.09,,24.81,,19.74,
融程電,3416,11.21,5.66,25.21,17.73,12.42,6.33,25.19,18.33,11.6,5.44,29.76,22.06,13.78,6.95,27.74,20.93,14.02,6.38
譁裕,3419,8.97,4.52,18.42,12.95,7.89,4.06,16.73,12.24,7.93,3.86,24.51,18.3,12.24,6.37,37.66,28.09,19.28,9.49
台興,3426,13.64,5.65,30.46,23.99,16.28,7.37,36.32,,,,13.87,,,,65.52,,,
光燿科,3428,9.46,3.72,19.13,14.46,7.37,2.32,14.87,11.11,7.21,3.28,15.19,10.63,6.74,3.23,12.03,8.25,5.81,2.94
長天,3431,4.15,2.04,13.76,11.68,8.44,4.35,23.25,18.21,11.58,5.1,18.8,12.56,8.3,2.96,18.09,13.47,8.17,4.77
台端,3432,3.47,1.8,10.88,8.72,6.04,3.38,19.98,14.38,9.15,4.05,19.08,13.9,9.11,4.31,13.33,9.44,6.27,3.09
哲固,3434,14.78,7.16,30.88,22.44,14.26,7.42,21.43,15.62,10.36,4.87,22.83,18.17,12.58,5.9,20.07,14,9.15,4.46
榮創,3437,18.21,9.05,43.3,32.49,22,12.19,48.65,35.27,23.03,11.46,50.45,38.04,23.18,10.47,40.08,,,
類比科,3438,13.3,7.19,23.05,17.13,11.98,5.83,27.4,20.53,13.89,7.23,29.22,21.52,14.6,7.58,32.17,25.15,17.24,7.57
聯一光,3441,5.48,2.86,16.5,13.39,8.03,3.77,20.13,14.27,7.97,3.35,18.17,13.45,8.23,3.51,33.65,28.58,18.09,8.06
創意,3443,30.88,16.57,57.92,43.06,27.46,12.93,51.88,39.8,25.44,12.49,46.09,33.21,18.64,9.01,67.26,50.61,28.84,12.78
利機,3444,11.19,5.3,25.46,19.01,12.49,5.42,27.91,21.25,13.37,5.74,20.57,15.24,9.49,4.61,28.17,23.23,16.46,7.99
聯鈞,3450,38,18.54,77.46,55.45,35.85,17.05,88.79,68.09,44.6,20.5,72.54,52.42,31.7,14.06,48.42,32.77,15.52,6.7
益通,3452,3.27,1.76,5.81,3.93,2.31,1.24,5.71,4.52,3.31,1.6,4.19,2.8,1.77,0.6,4.63,3.67,2.6,1.03
晶睿,3454,30.23,13.36,53.57,40.21,26.43,11.67,49.78,39.29,26.04,11.66,58.34,44.53,29.44,14.25,50.94,37.71,22.03,10.4
由田,3455,7.76,3.92,23.19,13.61,8.51,3.14,24.73,14.59,7.28,1.8,20.97,13.04,7.88,3.64,13.24,6.85,4.15,2.16
祥業,3465,5.66,2.27,6.55,5.15,3.79,1.81,25.77,19,12.28,6.33,17.73,13.11,8.97,4.41,18.4,13.88,9.35,4.69
致振,3466,14.65,6.53,25.11,20.07,13.75,5.9,37.69,30.23,21.5,11.26,31.15,20.3,9.8,4.05,26.97,20.55,13.05,6.09
安勤,3479,39.74,20.23,65.65,45.24,27.38,14.39,55.04,39.19,24.88,11.73,63.04,47.5,28.34,13.45,75.66,59.59,35.38,16.37
群創,3481,12.38,5.67,36.58,28.4,19.48,10.06,43.06,31.51,20.15,9,46.41,35.73,25.07,12.83,61.12,44.74,28.45,14.3
力致,3483,32.2,15.31,57.43,39.27,24.5,13.38,61.96,45.32,29,12.88,58.91,42.78,27.05,12.75,74.53,58.47,38.89,17.74
崧騰,3484,24.62,11.57,50.58,37.43,25.18,12.62,52.36,38.42,23.8,10.76,40.21,29.22,18.26,8.22,41.18,32.06,21.64,10.56
森寶,3489,5.86,1.73,10.63,6.33,2.51,1.11,10.04,7.03,4.68,2.92,14.61,2.76,1.78,0.98,10.82,8.07,4.52,1.59
單井,3490,7.94,4.71,38.69,30.45,22.36,9.28,33.92,20.31,8,2.21,8.61,5.22,3.29,1.3,10.89,8.43,5.58,3.46
昇達科,3491,14.31,6.83,27.63,20.49,13.02,5.86,24.59,18.37,12.1,5.61,21.48,15.8,10.87,4.87,24.41,18,11.57,5.21
長盛,3492,14.92,8.12,32.11,23.27,15.85,6.81,31.55,23.26,14.87,7.49,33.13,25.33,16.86,,21.01,,7.52,
誠研,3494,4.92,2.58,9.47,7.31,5.07,2.56,12.47,9.54,6.61,3.15,11.99,8.71,5.67,2.91,15.57,11.52,7.39,3.58
陽程,3498,12,7.7,34.67,24.87,13.53,4.26,32.95,20.82,11.63,6.45,44.31,34.23,23.65,11.14,32.01,15.83,8.97,3.27
環天科,3499,4.66,1.98,11.11,8.58,4.9,2.36,7.79,5.79,3.3,1.48,8.34,6.36,4.44,2.16,12.62,9.93,6.78,2.87
維熹,3501,20.81,10.47,45.84,34.84,21.52,10.32,46.28,33.21,21.11,9.89,46.44,35.22,23.06,10.84,47.49,34.55,22.24,10.87
揚明光,3504,17.13,8.39,39.11,28.92,18.93,9.21,43.89,31.89,21.54,10.52,46.11,36,23.77,11.25,59.45,43.44,27.93,12.53
位速,3508,6.93,4.42,36.7,27.15,16.96,6.82,37.33,28.31,16.8,6.95,45.59,39.9,33.61,21.67,62.78,37,25.88,12.36
矽瑪,3511,16.13,8.62,29.58,23.29,14.08,5.61,21.45,13.73,8.29,3.29,22.08,17.38,12.6,6.46,31.71,22.04,13.69,7.17
能緹,3512,3.79,1.86,13.04,9.74,4.61,1.95,14.14,10.09,6.3,2.37,12.7,9.6,5.87,3.29,14.91,10.89,6.91,3.48
昱晶,3514,21.14,10.86,35.03,25.2,15.63,6.84,38.19,28.37,21.24,10.52,38.49,27.49,17.04,7.24,41.22,33.93,23.95,11.17
華擎,3515,30.04,15.96,62.73,45.26,28.97,15.94,77.42,60.8,40.55,23.21,90.06,68.97,45.88,26.02,92.65,69.27,43.25,23.62
亞帝歐,3516,5.16,2.3,10.5,7.99,5.48,2.83,10.89,8.26,5.28,2.58,17.77,12.92,7.97,3.17,13.4,10.25,7.12,3.21
柏騰,3518,5.15,2.54,13.72,10.29,7.12,3.68,14.98,10.84,7.49,3.5,17.01,12.21,8.13,4.04,20.02,15.24,9.5,4.11
綠能,3519,24.26,12.72,37.43,27.11,17.94,9.73,40.27,29.07,19.04,9.97,38.53,27.36,17.47,8.13,30.72,23.91,17.73,8.73
振維,3520,4.84,2.2,10.07,7.4,4.95,2.66,16.62,12.79,8.26,3.55,15.46,10.59,7.01,3.32,18.26,14.62,10.59,5.73
鴻翊,3521,6.83,3.46,12.91,8.28,4.54,1.94,8.41,6.48,4.38,1.64,16.8,13.38,10.92,5.97,19.8,13.48,8.68,3.68
宏森,3522,9.06,4.36,32.33,25.82,16.63,8.83,46.88,36.93,25.29,13.62,57.07,45.22,30.44,15.06,56.86,39.7,24.31,11.58
迎輝,3523,2.79,1.54,9.4,7.53,5.73,3.05,15.41,12.11,8.28,3.61,16.25,11.51,7.21,3.52,20.94,16.41,11.04,5.48
凡甲,3526,14.07,7.18,26.73,19.16,12.22,6.37,26.59,19.66,12.29,5.54,26.67,19.78,12.64,6.4,29.91,23.93,15.34,7.27
聚積,3527,35.65,16.24,62.25,46.15,30.07,13.56,65.75,47.84,31.41,14.01,65.98,50.07,31.26,12.73,75.76,58.59,37.31,16.32
安馳,3528,24.76,12,57.51,44.38,29.49,14.12,58.07,44.4,28.2,11.94,48.39,36.57,23.34,10.84,52.39,40.71,26.72,12.17
力旺,3529,7.92,4.22,14.4,10.43,7.11,3.41,13.25,9.84,6.22,3.25,10.67,7.62,4.91,2.18,8.12,6.06,4.05,2.1
先益,3531,13.36,6.21,28.68,21.73,14.1,7.05,32.02,24.78,15.98,7.84,32.49,24.61,16.27,7.88,36.99,28.82,18.45,9.26
台勝科,3532,6.71,3.27,13.52,10.47,7.26,3.76,14.37,10.81,7.21,3.53,12.71,9.76,6.42,2.92,12.26,9.48,5.79,2.69
嘉澤,3533,42.5,19.96,87.69,63.51,39.44,19.8,88.83,66.59,43.31,20.69,86.24,61.44,38.35,18.3,91.65,69.01,43.55,20.47
晶彩科,3535,7.45,2.96,13.03,7.88,5.75,3.94,9.42,6.34,4.59,2.41,5.34,3.76,2.18,0.87,4.13,3.72,2.57,1.76
誠創,3536,5,2.43,12.22,9.41,6.09,2.86,15.94,11.94,7.04,2.9,6.02,4.37,2.76,1.19,2.11,3.56,0.78,0.13
堡達,3537,28.26,13.03,43.62,29.67,19.25,10.15,46.24,35.61,24.32,12.34,61.1,47.23,31.97,15.72,69.2,48.94,28.46,13
曜越,3540,23.19,12.09,41.27,30.11,19.3,10.08,45.29,36.3,25.12,13.09,48.61,38.73,27.64,14.79,51.32,38.75,25.84,14.25
西柏,3541,18.79,8.16,31.11,22.51,14.58,7.65,39.43,29.1,16.79,8.23,28.37,20.27,13.13,6.35,26.61,18.62,11.59,6.09
敦泰,3545,18.1,7.93,39.14,29.08,19.2,8.28,16.4,13.16,9.02,4.33,66.77,51.39,34.88,14.02,36.09,22.42,12.57,5.67
宇峻,3546,9.36,4.8,18.86,13.51,8.68,4.57,21.65,16.14,10.78,5.65,23.38,17.62,11.98,6.71,26.68,19.45,14.16,8.16
兆利,3548,53.44,21.78,77.23,53.08,33.8,16.92,73.84,54.34,36.41,15.82,61.94,42.26,24.24,11.84,63.76,49.35,32.46,15.07
聯穎,3550,18.97,8.95,42.38,31.14,20.71,9.98,48.32,36.76,24.56,11.25,49.08,36.1,23.53,10.88,48.1,36.12,23.43,11.17
世禾,3551,11.29,5.44,24.11,18.4,12.38,6.1,26.69,20,12.93,6.21,24.44,18.06,11.35,5.44,21.89,16.14,10.78,5.36
同致,3552,61.28,34.4,83.37,55.65,35.8,16.94,61.35,44.19,28.99,14.41,55.79,40.8,26.16,12.01,56.44,41.92,26.07,12.6
力積,3553,14.2,7.05,36.37,27.85,19.25,10.2,39,28.12,16.54,7.89,33.11,23.73,15.58,7.71,36.09,27.81,18.72,9.07
重鳥鵬,3555,1.17,0.41,8.28,6.88,5.02,2.48,6.77,5.77,4.25,2.15,13.7,11.02,7.75,3.82,14.77,11.72,9.5,5.37
禾瑞亞,3556,10.37,4.96,18.22,13.35,9.59,4.11,18.94,14.65,9.85,4.91,29.32,22.57,13.48,6.11,14.68,10.35,6.11,3
嘉威,3557,1.76,0.83,6.42,4.98,3.41,2.02,7.88,5.68,3.21,1.38,9.98,8.43,6.21,3.15,11.87,8.45,5.14,2.03
神準,3558,70.53,34.43,154.58,118.36,75.18,35.45,127,92.63,59.1,27.55,103.63,74.98,45.87,20.7,117.04,,55.9,
全智科,3559,6.17,2.84,12.75,9.38,5.94,2.82,11.21,7.84,4.47,2,9.11,6.94,4.54,2.09,8.86,6.66,4.54,2.15
昇陽光電,3561,16.66,8.48,28.24,19.1,11.3,5.15,25.95,19.68,14.37,7.15,21.83,14.6,8.43,3.45,19.44,16.27,12.24,5.34
頂晶科,3562,8.08,5.16,18.38,14.03,9.07,3.9,38.73,33.09,25.6,12.61,25.72,9.62,3.68,1.13,6.65,6.19,5.57,3.3
牧德,3563,7.76,3.44,14.32,11.4,7.46,3.3,15.35,12.35,7.56,3.3,16.81,14.12,8.71,3.53,14.2,10.49,6.51,2.79
其陽,3564,30.49,14.33,65.04,48.73,32.84,13.93,49.69,32.37,20.35,8.95,48.38,34.01,23.55,11.23,50.73,,19.8,
逸昌,3567,4.83,2.39,9.41,7,4.7,2.36,10.68,8.28,5.26,2.45,10.84,8.05,5,2.17,10.38,8.13,5.21,2.32
大塚,3570,25.66,13.03,57.92,42.76,26.16,14.15,51.64,37.1,25.33,12.16,44.46,32.88,20.82,9.69,35.64,26.51,17.06,7.59
新日光,3576,10.23,5.8,25.89,17.72,11.21,5.4,32.21,24,17.13,8.5,25.85,16.8,8.58,3.33,26.57,21.74,15.31,6.74
泓格,3577,8.31,3.84,16.71,12.26,8.12,3.74,17.32,13.22,8.64,3.85,16.62,12.83,8.22,3.92,16.17,12.24,7.76,3.55
尚志,3579,88.39,46.23,136.75,99.37,66.04,35.83,137.96,100.1,65.76,34.34,120.12,85.59,54.71,25.18,89.35,69.54,51.34,25.2
友威科,3580,4.25,2.22,8.44,6.26,4.07,1.99,11.36,7.21,4.43,2.22,12.05,8.92,5.91,2.44,14,10.28,7.1,3.72
博磊,3581,9.14,4.15,16.12,12.45,9.03,4.13,19.27,14.02,9.08,4.09,23.96,19.37,14.01,7.92,17.68,,7.41,
辛耘,3583,21.69,11.36,36.26,26.22,16.4,8.27,33.48,23.15,14.76,6.75,37.81,26.58,17.02,7.56,30.39,22.16,13.3,
閎康,3587,14.75,6.74,24.5,17.29,10.65,4.84,22.8,16.99,11.02,5.25,22.21,16.52,10.71,5.03,19.39,14.03,8.9,4.07
通嘉,3588,11.69,5.74,22.4,16.68,10.68,5.11,23.09,17.59,11.31,5.42,23.58,17.54,11.22,5.23,24.1,18.77,11.98,5.57
艾笛森,3591,14.08,6.2,27.08,21.36,15.22,7.66,22.89,17.75,11.34,5.21,23.98,18.37,11.12,3.99,19.84,15.78,10.78,5.31
力銘,3593,2.99,1.5,5.9,4.3,2.69,1.25,0.82,0.49,0.25,0.12,1.98,1.84,1.45,0.89,13.09,11.45,8.15,4.55
磐儀,3594,13.25,6.85,26.34,17.35,11.65,5.02,29.14,20.46,14.03,6.18,28.04,20.38,13.25,5.59,30.07,21.75,14.87,6.84
智易,3596,66.5,30.3,105.61,76.06,49.33,24.12,106.15,75.9,50.67,24.76,103.97,78.85,55.4,25.23,107,75.58,50.42,25.04
宏致,3605,19.55,9.52,32.28,21.63,13.53,6.78,33.57,25.29,16,7.4,32.43,23.88,15.67,7.29,36.12,28.06,18.45,8.2
谷崧,3607,21.96,9.79,79.01,59.2,39.22,20.31,80.05,51.8,31.22,13.36,68,47.55,29.77,15.66,75.72,53,31.32,13.86
東林,3609,12.92,5.57,26.14,20.15,13.2,6.35,27.18,20.66,13.46,6.84,29.36,21.46,13.86,6.22,29.62,22.9,15.18,7.64
鼎翰,3611,42.02,18.1,69.6,51.81,34.44,14.93,70.6,52.23,34.07,15.14,61.12,46.7,30.46,14.58,53.02,39.85,25.74,11.11
安可,3615,5.25,2.41,10.31,7.66,4.85,2.2,9.82,6.88,4.28,2.06,13.2,10.96,8.62,4.19,21.24,13.02,7.13,3.12
碩天,3617,41.85,17.8,79.12,56.98,35.55,14.98,65.13,47.76,30.43,13.9,61.98,44.59,28.43,13.64,61.77,45.65,28.77,12.59
洋華,3622,5.11,2.87,14.65,11.87,9.25,5.62,34.32,27.39,20.3,9.25,54.67,45.95,31.81,18.83,86.76,58.13,31.95,16.82
富晶通,3623,11.9,6.36,27.35,20.9,13.73,7.27,19.9,15.35,10.22,5.23,15.42,11,7.19,3.64,14.53,11.03,7.26,3.39
光頡,3624,7.29,3.42,13.2,9.95,6.55,3.25,12.25,9.28,6.07,2.8,15.09,11.23,7.29,3.46,13.89,10.55,6.86,3.19
西勝,3625,8.07,3.67,15.42,10.55,6.72,3.2,13.11,9.45,5.98,2.11,9.2,6.46,4.14,2.1,8.94,6.77,4.59,1.95
盈正,3628,27.14,10.73,60.83,45.28,32.05,15.31,62.84,46.14,28.75,13.41,53.92,40.29,27.63,12.06,51.57,38.93,25.78,13.87
群富通,3629,3.72,2.4,7.81,5.35,3.79,1.72,8.61,6.88,4.74,2.3,9.57,7.84,5.19,1.9,11.4,8.76,6.24,3.96
新鉅科,3630,4.66,1.96,9.73,7.07,4.39,1.81,16.02,13.78,11.44,8.13,31.88,16.93,6.09,2.47,13.32,9.95,5.99,2.32
晟楠,3631,2.73,1.27,7.86,6.49,4.53,2.28,13.65,11.03,7.76,4.12,20.22,14.59,9.8,5.27,21.71,16.21,11.48,5.55
研勤,3632,13.24,6.56,49.37,36.19,22.24,9.38,33.26,21,13.85,6.93,31.41,24.38,17,8.63,31.79,21.71,13.42,5.69
駿熠電,3642,6.65,3.43,25.03,19.94,13.85,5.68,24.62,18.09,10.64,4.09,22.99,17.21,12.28,6.52,26.61,18.95,13.61,6.69
達邁,3645,5.75,2.51,12.53,9.65,5.98,3.03,12.43,8.95,5.44,2.39,8.24,5.94,3.53,1.5,8.61,6.86,4.76,2.63
艾恩特,3646,6.97,3.67,15.12,11.73,7.61,3.42,16.63,13.28,9.38,4.33,25.24,20,12.22,5.71,29.35,22,14.68,7.36
精聯,3652,20.7,9.59,43.71,31.11,20.92,10.15,41.4,29.92,20.5,9.48,42.13,29.3,17.92,7.98,42.09,29.14,18.75,8.78
健策,3653,15.76,7.58,31.5,23.78,16.24,7.85,34.93,26.72,17.61,8.21,33.57,24.49,14.98,6.86,30.95,24.03,15.73,7.72
世芯-KY,3661,29.05,15.64,61.49,46.95,25.63,11.42,73.91,54.61,34.14,13.23,47.89,33.99,20.81,9.95,48.7,,24.47,
樂陞,3662,5.46,1.89,17.45,12.1,4.27,1.46,11.29,5.47,2.68,1.24,10.36,3.89,3.16,1.25,27.99,14.52,4.86,2.03
鑫科,3663,16.41,8.14,36.42,27.75,18.81,9.35,42.81,33.91,21.9,11.79,48.37,36.91,25.71,14.4,67.22,48.51,32.77,14.64
安瑞-KY,3664,5.83,2.94,10.6,7.32,4.77,1.89,11.32,8.2,8,3.55,15.89,10.55,6.65,2.63,13.23,9.01,6.08,2.24
貿聯-KY,3665,42.67,20.19,91.67,66.42,42.96,20.72,86.13,64.05,41.62,19.92,89.12,65.08,42.22,19.06,77.6,57.63,38.34,18.19
光耀,3666,13.53,7.07,24.19,16.43,10.87,5.46,31.34,24.55,15.71,7.07,31.32,23.24,14.65,6.18,26.76,,12.37,
圓展,3669,9.51,4.1,17.48,13.35,8.17,3.86,18.73,14.62,9.2,4.25,17,12.99,8.57,4.4,18.65,14.75,9.47,4.57
康聯訊,3672,13.28,6.23,28.49,21.7,14.64,7.29,29.96,22.49,15.88,7.87,22.07,,9.91,,14.07,,5.87,
TPK-KY,3673,111.68,61.89,349.98,250.67,151.94,83.48,390.94,271.47,173.03,80.35,483.06,355.87,266.39,150.12,530.85,342.93,234.02,123.73
德微,3675,12.07,5.72,24.15,18.7,12.77,6.35,24.79,19.1,12.73,6.05,19.77,14.6,9.28,3.82,17.14,13.28,8.34,3.87
新至陞,3679,23.98,11.41,55.46,40.26,23.66,10.16,51.43,36.84,22.23,10.45,61.79,45.38,28.21,14.78,65.57,49.17,31.99,15.45
家登,3680,16,8.08,31.27,22.18,14.56,7.53,29.84,21.81,14.75,7.97,26.79,19.12,12.73,7.25,26.46,15.78,7.23,3.38
亞太電,3682,1.59,0.78,3.45,2.59,1.77,0.88,4.2,3.18,2.14,1.07,6.09,4.73,3.25,1.65,7.83,,4,
榮昌,3684,11.58,5.49,31.71,23.8,15.29,6.6,25.22,18.18,11.41,5.54,22.53,16.54,11.01,5.64,26.84,,12.12,
元創精密,3685,2.17,1.05,7.05,5.62,3.86,1.66,9.97,7.15,4.67,2,16.97,13.05,7.58,3.43,13.2,9.25,5,2.18
達能,3686,2.63,1.29,4.51,3.3,2.18,1.12,5.3,3.96,2.68,1.24,3.82,2.55,1.41,0.56,4.43,3.88,2.96,1.45
歐買尬,3687,14.6,7.77,25.96,18.13,11.81,4.99,12.2,9.02,5.87,2.19,11.92,10.2,7.92,5.24,26.06,20.24,14.03,5.66
湧德,3689,31.28,15.89,64.45,48.29,30.44,15.76,74,56.61,36.62,18.32,69.41,52.21,34.15,16.43,57.33,42.58,26.99,12.2
碩禾,3691,145.94,74.7,259.49,178.02,103.99,46.26,158.95,109.16,69.21,32.57,95.59,65.1,42.79,20.71,79.56,63,46.4,21.25
營邦,3693,40.98,14.69,130.22,107.97,77.47,50.95,92.78,72.24,38.96,20.37,69.5,50.37,33.58,14.7,61.59,,26.84,
海華,3694,22.2,11.29,50.84,34.57,17.88,7.44,41.55,31.56,18.77,9.72,49.33,36.13,22.94,10.3,63.88,51.39,34.14,14.79
隆達,3698,12.43,6.03,24.43,18.23,12.19,6.01,23.31,17.96,11.26,5.17,25.84,19.6,12.65,5.43,23.36,17.88,11.16,5.1
大眾控,3701,18.5,9.49,39.94,29.95,20.02,9.79,44.57,33.79,22.39,10.21,40.01,28.25,18.5,8.08,42.85,32.83,21.66,10.87
大聯大,3702,150.81,71.79,311.38,225.25,140.41,65.24,273.28,202.57,130.49,61.81,245.37,178.15,113.07,52.28,217.8,163.17,103.77,48.83
欣陸,3703,12.86,6.45,25.52,19.13,14.56,9.41,25.41,19.08,13.32,5.34,21.34,13.61,8.47,3.78,33.88,23.73,16.33,8.38
合勤控,3704,27.64,13.91,48.21,35.19,22.99,10.98,44.55,32.49,19.74,8.11,36.53,25.25,15.78,6.96,31.59,22.55,14.72,6.92
永信,3705,11.36,5.41,22.65,16.71,11.21,5.42,22.97,16.93,11.21,5.3,19.95,14.39,9.27,4.49,18.54,13.78,9.47,4.61
神達,3706,26.18,11.53,66.04,53.06,39.63,17.7,56.08,40.31,26.99,11.33,16.16,2.31,,,,,,
漢磊,3707,12.97,6.1,19.73,14.88,10.25,5.01,4.64,,,,,,,,,,,
上緯投控,3708,,,,,,,,,,,,,,,,,,
永日,4102,3.34,1.44,7.49,5.49,3.61,1.57,6.55,4.8,3.11,1.4,7.09,5.17,3.64,1.92,10.18,8.33,5.99,3.04
百略,4103,18.42,9.72,55.86,37.94,18.88,9.02,53.47,35.79,17.63,8.75,53.61,36.86,18.11,8.5,48.8,35.92,17.23,8.64
佳醫,4104,24,11.71,51.5,38.46,25.25,12.22,51.41,38.22,25.26,12.22,50.83,37.13,24.33,11.58,53.11,40.48,27.77,13.13
東洋,4105,7.53,3.67,12.85,9.13,5.85,2.89,11.98,8.82,6.06,2.94,13.35,9.98,6.96,3.79,18.77,14.4,10.26,4.78
雃博,4106,12.41,6.1,24.18,17.82,12.81,6.2,27.14,20.63,13.98,6.97,24.19,17.94,12.01,5.89,22.14,16.7,10.87,5.3
邦特,4107,10.35,5.06,18.22,13.29,8.88,4.38,13.12,9.6,6.2,2.99,11.43,8.44,5.54,2.67,10.76,7.98,5.14,2.6
懷特,4108,0.05,0.02,0.13,0.09,0.06,0.03,0.55,0.51,0.34,0.17,0.89,0.72,0.56,0.27,1.09,0.79,0.5,0.17
穆拉德,4109,4.67,2.47,10.72,7.41,4.85,2.64,8.22,5.97,3.74,1.94,9.18,6.29,4.04,2.17,12.06,8,5.2,2.57
濟生,4111,8.12,3.96,16.35,12.29,8.04,3.86,17.21,13.41,8.74,4.34,17.64,12.95,8.15,3.79,17.27,13,8.83,4.4
聯上,4113,1.55,0.69,4.52,1.54,1.46,0.73,18.48,15.64,7.75,3.95,15.29,8.58,6.75,2.66,13.35,10.93,4.35,0.36
健喬,4114,6.26,3.02,13.96,10.31,6.72,3.19,12.35,9.05,5.74,2.67,11.96,8.69,5.8,2.81,12.33,8.87,5.73,2.79
明基醫,4116,10.04,4.91,21.19,15.28,10.59,5.19,26.55,19.37,12.06,5.2,21.5,,10.1,,16.21,,7.48,
旭富,4119,14.7,8.12,23.75,19.17,13.42,5.81,21.42,16.63,11.36,5.38,19.67,15.08,9.8,5.13,25.6,19.33,12.98,7.27
友華,4120,29.81,14.93,56.57,42.9,28.38,15.27,57.64,43.11,27.98,13.88,53.78,40.96,28.21,14.41,52.03,39.38,26.79,12.99
優盛,4121,21.76,10.81,46.46,34.83,22.91,11.03,45.47,33.43,20.96,10.08,39.19,28.75,18.02,7.79,31.97,24.17,15.52,7.91
晟德,4123,24.29,11.3,26.93,11.03,2.11,0.98,4.34,3.17,2.04,0.98,4.62,3.2,2.12,1.05,6.16,4.62,3.17,1.62
